iter	RMSE
214	12.01473526
215	12.00874003
216	12.00063144
217	11.99710606
218	11.991426
219	11.98457453
220	11.97945809
221	11.97366635
222	11.96845219
223	11.9557495
224	11.95242849
225	11.94171268
226	11.93337756
227	11.92699181
228	11.92214403
229	11.91601157
230	11.90388212
231	11.8957866
232	11.88809254
233	11.88323423
234	11.88004175
235	11.87514143
236	11.86745222
237	11.86193567
238	11.85746072
239	11.85125313
240	11.84569169
241	11.83789707
242	11.829638
243	11.82421939
244	11.81830962
245	11.81288634
246	11.80555889
247	11.79929003
248	11.79313613
249	11.78594982
250	11.78160879
251	11.77428126
252	11.7679268
253	11.75984677
254	11.7556083
255	11.7470211
256	11.740426
257	11.73427138
258	11.72456298
259	11.71307089
260	11.70044461
261	11.69500475
262	11.68904106
263	11.68357257
264	11.67515964
265	11.66505637
266	11.65845771
267	11.65271054
268	11.64774622
269	11.64199286
270	11.63477301
271	11.62934844
272	11.61822959
273	11.61405714
274	11.60835593
275	11.60358758
276	11.59862266
277	11.59573693
278	11.59174824
279	11.58685344
280	11.57872768
281	11.57387307
282	11.56915961
283	11.56434973
284	11.55925363
285	11.55183679
286	11.54391128
287	11.54030093
288	11.53613398
289	11.53083994
290	11.52622489
291	11.52242808
292	11.51677421
293	11.51229257
294	11.50212532
295	11.4996833
296	11.4889693
297	11.47842788
298	11.47334094
299	11.46774126
300	11.46378938
301	11.45712721
302	11.44773091
303	11.44304941
304	11.43425317
305	11.42356892
306	11.41981666
307	11.40824298
308	11.40176233
309	11.3960643
310	11.39076281
311	11.38690175
312	11.3779703
313	11.37278463
314	11.36680027
315	11.36084153
316	11.35722002
317	11.34804122
318	11.34256518
319	11.33858417
320	11.33282052
321	11.32796081
322	11.32015277
323	11.31591094
324	11.30962543
325	11.3026513
326	11.2968683
327	11.29096813
328	11.28421089
329	11.27518096
330	11.26656778
331	11.26140634
332	11.2569084
333	11.25305126
334	11.24813231
335	11.24341943
336	11.23492343
337	11.23087239
338	11.2239038
339	11.21878468
340	11.20846237
341	11.20250043
342	11.1985709
343	11.19630067
344	11.18899074
345	11.18481034
346	11.1778609
347	11.17405645
348	11.16699825
349	11.16415356
350	11.16086151
351	11.15508437
352	11.15128223
353	11.14811026
354	11.14409006
355	11.14060448
356	11.13650585
357	11.13218481
358	11.12985203
359	11.12578553
360	11.12164486
361	11.11603693
362	11.10900844
363	11.10325361
364	11.09721268
365	11.09449262
366	11.08714451
367	11.08002458
368	11.07370338
369	11.07020496
370	11.06620354
371	11.06276377
372	11.05911334
373	11.054824
374	11.05038609
375	11.04278935
376	11.03909065
377	11.0347879
378	11.03043981
379	11.02269765
380	11.01843528
381	11.01416984
382	11.01054348
383	11.00758319
384	11.00332088
385	11.00001356
386	10.9975037
387	10.99163485
388	10.98456742
389	10.9774384
390	10.97264564
391	10.96955053
392	10.96484553
393	10.96233604
394	10.95882965
395	10.95604764
396	10.95219582
397	10.94917786
398	10.94618347
399	10.94184027
400	10.93956976
401	10.93592208
402	10.93255673
403	10.92846372
404	10.92379601
405	10.92046421
406	10.91575483
407	10.91252807
408	10.90745331
409	10.9011926
410	10.89757676
411	10.89449716
412	10.88923853
413	10.8849543
414	10.88207324
415	10.87806033
416	10.87448679
417	10.87004869
418	10.86531213
419	10.86174044
420	10.85858688
421	10.85667298
422	10.85388793
423	10.84954785
424	10.84642621
425	10.84137746
426	10.8369265
427	10.8342247
428	10.82802798
429	10.8238489
430	10.82155629
431	10.81872151
432	10.81373489
433	10.8111096
434	10.80503262
435	10.80193155
436	10.79628587
437	10.7940622
438	10.7912429
439	10.78888908
440	10.78430782
441	10.77864541
442	10.77320765
443	10.76720006
444	10.76302412
445	10.76029709
446	10.75662493
447	10.75328728
448	10.74777777
449	10.74398701
450	10.73926167
451	10.73660744
452	10.73165425
453	10.72644582
454	10.72155511
455	10.71616033
456	10.71077262
457	10.7086791
458	10.70605672
459	10.70115267
460	10.69729616
461	10.6950219
462	10.69009699
463	10.6853147
464	10.68294638
465	10.67872451
466	10.67527575
467	10.67311498
468	10.66981621
469	10.66581191
470	10.66267177
471	10.6592838
472	10.65656545
473	10.65321765
474	10.64754423
475	10.64233415
476	10.63921772
477	10.63425872
478	10.63169931
479	10.62602663
480	10.62198517
481	10.61849967
482	10.61287331
483	10.60869591
484	10.60608071
485	10.60122216
486	10.5960949
487	10.59102781
488	10.58878928
489	10.58575652
490	10.58201915
491	10.57909824
492	10.5767852
493	10.57331617
494	10.56981805
495	10.56585017
496	10.5612645
497	10.55752139
498	10.55271834
499	10.55043024
500	10.54582965
501	10.54272014
502	10.5402706
503	10.53651055
504	10.5324285
505	10.53017051
506	10.52747154
507	10.52279899
508	10.52010278
509	10.51714227
510	10.51358346
511	10.51061108
512	10.50792541
513	10.50504274
514	10.50187095
515	10.49824723
516	10.49578874
517	10.49298569
518	10.49036784
519	10.48808453
520	10.48490632
521	10.48165343
522	10.47794222
523	10.47633355
524	10.47458025
525	10.47260038
526	10.46927815
527	10.46363546
528	10.4610208
529	10.4582351
530	10.45411099
531	10.45186337
532	10.44748698
533	10.44533607
534	10.43836509
535	10.43667628
536	10.42939809
537	10.42443218
538	10.42058533
539	10.41636691
540	10.41233414
541	10.40954372
542	10.40708799
543	10.40364682
544	10.39791002
545	10.3921567
546	10.38879866
547	10.38587193
548	10.38323663
549	10.37956436
550	10.37645703
551	10.37289889
552	10.36929705
553	10.36628371
554	10.36312365
555	10.36045332
556	10.3571214
557	10.3488742
558	10.34262809
559	10.34033896
560	10.33767818
561	10.33355849
562	10.32934448
563	10.32621269
564	10.32067747
565	10.31732682
566	10.31391176
567	10.31120101
568	10.30780423
569	10.30600474
570	10.30305792
571	10.30126293
572	10.29769073
573	10.29502129
574	10.29069414
575	10.28730043
576	10.28280502
577	10.27753729
578	10.27325556
579	10.27071506
580	10.26903405
581	10.26670785
582	10.26255632
583	10.25862138
584	10.25660441
585	10.2496461
586	10.24799982
587	10.2461094
588	10.2441047
589	10.24222469
590	10.23938672
591	10.23810264
592	10.23607173
593	10.23260443
594	10.22956784
595	10.22495391
596	10.22164856
597	10.21697686
598	10.21307568
599	10.21035656
600	10.20856215
601	10.20535627
602	10.20239963
603	10.19796159
604	10.19571841
605	10.19130879
606	10.18799805
607	10.18620784
608	10.1831654
609	10.18105508
610	10.17567912
611	10.17346858
612	10.17018683
613	10.16857595
614	10.16688724
615	10.16454485
616	10.16165697
617	10.15992939
618	10.15747998
619	10.154989
620	10.15181902
621	10.14913703
622	10.14400132
623	10.14148957
624	10.13815976
625	10.13607166
626	10.1338387
627	10.13152802
628	10.12826272
629	10.12561221
630	10.1221568
631	10.12016852
632	10.11752539
633	10.11036615
634	10.1079682
635	10.10619934
636	10.1038213
637	10.10202165
638	10.09943779
639	10.09607245
640	10.09391748
641	10.09090211
642	10.08753943
643	10.08531104
644	10.08385478
645	10.08128551
646	10.07804466
647	10.07182918
648	10.0692661
649	10.06640393
650	10.06445879
651	10.06074284
652	10.05757162
653	10.054419
654	10.05156786
655	10.04538984
656	10.04304346
657	10.04027976
658	10.03669711
659	10.03345095
660	10.03034987
661	10.02454083
662	10.02172841
663	10.01830198
664	10.01484044
665	10.01231092
666	10.01026212
667	10.00738835
668	10.00474989
669	10.00205515
670	9.998787474
671	9.996193568
672	9.993691702
673	9.992686614
674	9.990299474
675	9.98629401
676	9.983568364
677	9.978196552
678	9.975672974
679	9.973993713
680	9.97165855
681	9.969909516
682	9.967695847
683	9.964398139
684	9.962300508
685	9.958718233
686	9.956663314
687	9.954739742
688	9.950989953
689	9.948087304
690	9.945188981
691	9.942093415
692	9.940392344
693	9.936586599
694	9.93229195
695	9.929068024
696	9.92694578
697	9.924004148
698	9.919395863
699	9.915807357
700	9.913696247
701	9.911521889
702	9.909594599
703	9.906651386
704	9.904091261
705	9.901633573
706	9.899460832
707	9.897583214
708	9.894052252
709	9.890702999
710	9.886290977
711	9.883582059
712	9.880425008
713	9.879375357
714	9.875469494
715	9.873638619
716	9.869372562
717	9.867213206
718	9.863372232
719	9.861277775
720	9.857831601
721	9.85626797
722	9.853100444
723	9.850234753
724	9.846845132
725	9.844585284
726	9.840570635
727	9.837674187
728	9.836021176
729	9.833109794
730	9.830867653
731	9.82918069
732	9.824899198
733	9.823079366
734	9.820765177
735	9.819117128
736	9.816003547
737	9.811858009
738	9.810092571
739	9.808010793
740	9.803457512
741	9.801281547
742	9.799317093
743	9.797901683
744	9.794915869
745	9.793329463
746	9.789870702
747	9.787380463
748	9.785281675
749	9.781997006
750	9.780042516
751	9.777392532
752	9.775600749
753	9.77371109
754	9.771052029
755	9.768459898
756	9.765296331
757	9.763076159
758	9.76021791
759	9.758388831
760	9.756406878
761	9.754560913
762	9.752704115
763	9.749102721
764	9.747409939
765	9.745833784
766	9.743861193
767	9.742340838
768	9.73958955
769	9.735633153
770	9.733939578
771	9.730259023
772	9.726859731
773	9.723111509
774	9.720753549
775	9.71732952
776	9.715445463
777	9.713742864
778	9.711512937
779	9.710117404
780	9.708606397
781	9.707398662
782	9.705345476
783	9.702976095
784	9.700065647
785	9.697748541
786	9.695163607
787	9.691265507
788	9.689104763
789	9.687693428
790	9.685012354
791	9.682724334
792	9.680746958
793	9.679001054
794	9.676137566
795	9.674727772
796	9.673299619
797	9.670311716
798	9.668176728
799	9.665326347
800	9.663468031
801	9.661806446
802	9.659968147
803	9.658673406
804	9.656026225
805	9.651353267
806	9.649610796
807	9.648444069
808	9.645626356
809	9.641923044
810	9.639568426
811	9.636543873
812	9.633938403
813	9.631402224
814	9.630274959
815	9.627406601
816	9.62618378
817	9.623790251
818	9.620945882
819	9.619540311
820	9.61703034
821	9.614482713
822	9.611271033
823	9.609371519
824	9.607383291
825	9.60521045
826	9.603793772
827	9.601563703
828	9.598357573
829	9.596489999
830	9.593688769
831	9.591475138
832	9.589354521
833	9.587495691
834	9.584421265
835	9.580960741
836	9.578266271
837	9.576000153
838	9.574113562
839	9.572509353
840	9.570758783
841	9.569578459
842	9.567280743
843	9.565603894
844	9.563541355
845	9.560786773
846	9.557912611
847	9.556490582
848	9.554120137
849	9.551001625
850	9.54855818
851	9.545685017
852	9.544111769
853	9.542814386
854	9.539458171
855	9.538211695
856	9.536894757
857	9.534422045
858	9.532888413
859	9.531369579
860	9.529240351
861	9.52642111
862	9.52290618
863	9.521583578
864	9.51939145
865	9.517449357
866	9.515849097
867	9.51413205
868	9.511658724
869	9.509209775
870	9.505245365
871	9.502518686
872	9.500771685
873	9.499183428
874	9.4975417
875	9.494958459
876	9.492521954
877	9.491332204
878	9.490107026
879	9.488590049
880	9.486157698
881	9.483276626
882	9.481943532
883	9.47917233
884	9.477032321
885	9.474020898
886	9.470272764
887	9.467522982
888	9.464893484
889	9.463176048
890	9.460571831
891	9.459128105
892	9.457365428
893	9.454682953
894	9.452193393
895	9.449373225
896	9.447697526
897	9.446126435
898	9.443515286
899	9.441240747
900	9.439484672
901	9.437056476
902	9.435109459
903	9.432296396
904	9.43021135
905	9.428132133
906	9.425383357
907	9.422929312
908	9.421483146
909	9.419713328
910	9.418262048
911	9.416565216
912	9.415297472
913	9.413111325
914	9.410443509
915	9.409015891
916	9.406615184
917	9.404758861
918	9.401653365
919	9.399247083
920	9.397109877
921	9.395466533
922	9.393671672
923	9.391739902
924	9.390845034
925	9.389284279
926	9.387471771
927	9.385058421
928	9.381981314
929	9.379850324
930	9.37784874
931	9.375862812
932	9.374401327
933	9.372852292
934	9.371603911
935	9.370268332
936	9.367739304
937	9.36592597
938	9.363789568
939	9.362248058
940	9.359577879
941	9.358000896
942	9.356076083
943	9.353520387
944	9.351068276
945	9.348906628
946	9.3469335
947	9.34455378
948	9.342783393
949	9.340904514
950	9.33973259
951	9.338414573
952	9.334878126
953	9.332315041
954	9.331107094
955	9.329355862
956	9.327766401
957	9.32581975
958	9.323939342
959	9.321113217
960	9.319228312
961	9.317820867
962	9.316853785
963	9.314837517
964	9.313489519
965	9.311527864
966	9.307570307
967	9.305115166
968	9.303901854
969	9.302310102
970	9.301263338
971	9.299876758
972	9.296715443
973	9.294812295
974	9.293085016
975	9.29197702
976	9.290122172
977	9.287973617
978	9.285650639
979	9.283937134
980	9.282286281
981	9.279801411
982	9.278671762
983	9.276134826
984	9.273924113
985	9.272543617
986	9.270008472
987	9.267006907
988	9.264675849
989	9.263464104
990	9.261173771
991	9.260127602
992	9.257588091
993	9.255789194
994	9.254189168
995	9.252093371
996	9.249670392
997	9.247769138
998	9.244690798
999	9.243476884
